epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
41,4056.1,0.22887,0.67293,0.18185,0.40471,0.29428,0.31018,0.25923,0.35083,0.69419,0.38428,0.00016308,0.00016308,0.00016308
42,4152.35,0.23141,0.71041,0.18463,0.28379,0.30893,0.31181,0.26096,0.37963,0.67932,0.41138,0.000160407,0.000160407,0.000160407
43,4244.95,0.2641,0.7063,0.17966,0.27981,0.3052,0.30738,0.25757,0.37535,0.70715,0.40967,0.000157734,0.000157734,0.000157734
44,4351.73,0.21755,0.69445,0.18517,0.3074,0.28708,0.31018,0.2567,0.40499,0.6951,0.41064,0.000155061,0.000155061,0.000155061
45,4464.93,0.23575,0.5829,0.17121,0.4311,0.29864,0.31096,0.24976,0.39005,0.74197,0.31592,0.000152388,0.000152388,0.000152388
46,4582.75,0.22489,0.65299,0.16409,0.41237,0.28813,0.30722,0.24666,0.38406,0.70192,0.38916,0.000149715,0.000149715,0.000149715
47,4699.17,0.22344,0.62106,0.16987,0.42228,0.30431,0.31182,0.24901,0.38202,0.7103,0.39209,0.000147042,0.000147042,0.000147042
48,4815.83,0.21828,0.61505,0.15801,0.39518,0.29091,0.30706,0.24702,0.34649,0.73712,0.38623,0.000144369,0.000144369,0.000144369
49,4933.57,0.22554,0.59747,0.18955,0.38807,0.28754,0.30291,0.25648,0.33939,0.76316,0.37769,0.000141696,0.000141696,0.000141696
50,5023.15,0.20218,0.56172,0.14386,0.27797,0.28754,0.30732,0.24822,0.3572,0.71037,0.39868,0.000139023,0.000139023,0.000139023
51,5137.07,0.1906,0.56741,0.14187,0.27595,0.28754,0.30371,0.23904,0.36262,0.71046,0.40454,0.00013635,0.00013635,0.00013635
52,5244.66,0.21215,0.54594,0.16493,0.28987,0.29252,0.30566,0.24172,0.35668,0.72005,0.40088,0.000133677,0.000133677,0.000133677
53,5355.91,0.2169,0.53274,0.13558,0.29162,0.28979,0.30523,0.23162,0.34071,0.72655,0.38379,0.000131004,0.000131004,0.000131004
54,5461.42,0.21017,0.53807,0.13924,0.30045,0.28705,0.29744,0.23265,0.33848,0.72787,0.3916,0.000128331,0.000128331,0.000128331
55,5563.19,0.24598,0.55149,0.18476,0.28938,0.29428,0.3099,0.2406,0.34048,0.66662,0.3916,0.000125658,0.000125658,0.000125658
56,5661.63,0.22402,0.52337,0.1354,0.30286,0.29764,0.31031,0.2447,0.30875,0.69172,0.34839,0.000122985,0.000122985,0.000122985
57,5757.15,0.19189,0.51178,0.12913,0.31138,0.30721,0.31684,0.2473,0.315,0.6772,0.35254,0.000120312,0.000120312,0.000120312
58,5853.54,0.19711,0.51349,0.15038,0.31432,0.30755,0.31765,0.24362,0.31819,0.65519,0.3562,0.000117639,0.000117639,0.000117639
59,5968.38,0.19832,0.48278,0.12208,0.32026,0.30715,0.31803,0.25535,0.32182,0.6416,0.35767,0.000114966,0.000114966,0.000114966
60,6073.38,0.21835,0.48142,0.12406,0.30652,0.29764,0.3148,0.24482,0.31675,0.6437,0.36279,0.000112293,0.000112293,0.000112293
61,6181.28,0.20996,0.46304,0.15604,0.30499,0.29605,0.31178,0.23518,0.321,0.65381,0.36987,0.00010962,0.00010962,0.00010962
62,6290.08,0.21502,0.4413,0.1391,0.30836,0.29764,0.30891,0.23522,0.32597,0.64227,0.38379,0.000106947,0.000106947,0.000106947
63,6400.59,0.1859,0.50603,0.12317,0.30988,0.29764,0.31292,0.23613,0.3478,0.63183,0.41089,0.000104274,0.000104274,0.000104274
64,6505.06,0.20467,0.49737,0.15136,0.41376,0.29066,0.31325,0.22988,0.35126,0.63932,0.41431,0.000101601,0.000101601,0.000101601
65,6606.09,0.21258,0.47015,0.1574,0.30149,0.28395,0.31596,0.23577,0.34103,0.68651,0.38354,9.8928e-05,9.8928e-05,9.8928e-05
66,6705.01,0.20757,0.49121,0.13347,0.41269,0.28274,0.31558,0.23425,0.34028,0.69261,0.38525,9.6255e-05,9.6255e-05,9.6255e-05
67,6805,0.19704,0.49842,0.14235,0.4177,0.30553,0.31927,0.23531,0.33764,0.68772,0.38525,9.3582e-05,9.3582e-05,9.3582e-05
68,6906.14,0.23692,0.43269,0.14171,0.41817,0.30045,0.31778,0.23655,0.32163,0.70794,0.37427,9.0909e-05,9.0909e-05,9.0909e-05
69,7005.33,0.19343,0.44861,0.13452,0.30098,0.27073,0.31153,0.23699,0.31852,0.7115,0.36719,8.8236e-05,8.8236e-05,8.8236e-05
70,7105.55,0.17711,0.43501,0.10683,0.29913,0.26723,0.31162,0.23363,0.32577,0.70768,0.37036,8.5563e-05,8.5563e-05,8.5563e-05
71,7204.82,0.17972,0.42785,0.12953,0.30341,0.26464,0.30944,0.23569,0.336,0.67143,0.39941,8.289e-05,8.289e-05,8.289e-05
72,7304.62,0.19803,0.46787,0.14542,0.29441,0.27179,0.30654,0.23355,0.31844,0.69575,0.38452,8.0217e-05,8.0217e-05,8.0217e-05
73,7405.11,0.18285,0.42346,0.11206,0.28979,0.27702,0.30652,0.23931,0.31452,0.7041,0.38135,7.7544e-05,7.7544e-05,7.7544e-05
74,7504.61,0.18266,0.41319,0.11268,0.2925,0.28156,0.30647,0.24385,0.31366,0.69851,0.37915,7.4871e-05,7.4871e-05,7.4871e-05
75,7604.1,0.1927,0.4541,0.12743,0.40247,0.28396,0.30612,0.23872,0.32754,0.68586,0.38794,7.2198e-05,7.2198e-05,7.2198e-05
76,7703.5,0.20206,0.47284,0.16201,0.29997,0.29067,0.30559,0.24361,0.31958,0.69038,0.37646,6.9525e-05,6.9525e-05,6.9525e-05
77,7803.83,0.17226,0.42113,0.11599,0.30026,0.29116,0.30578,0.24718,0.31305,0.6763,0.36792,6.6852e-05,6.6852e-05,6.6852e-05
78,7906.16,0.18317,0.42939,0.12328,0.30085,0.29323,0.30446,0.24733,0.31236,0.66926,0.36694,6.4179e-05,6.4179e-05,6.4179e-05
79,8008.79,0.16722,0.43488,0.12876,0.30328,0.29428,0.30568,0.25024,0.31179,0.66909,0.36475,6.1506e-05,6.1506e-05,6.1506e-05
80,8112.42,0.20119,0.42278,0.13326,0.31027,0.29428,0.31366,0.25843,0.31789,0.64407,0.36719,5.8833e-05,5.8833e-05,5.8833e-05
